REGION,PVT,VEGCLASS,ABBREV,STARTAGE,ENDAGE,RNDAGE,LAI,GAP_FRAC,CARBON,DEAD_FUEL,LIVE_FUEL,HEIGHT_M,DBH,FUEL_DEPTH,FINE_FUEL_FRAC,FRAC_1HR_LIVE,FRAC_100HR_LIVE,NEXT_PVT,NEXT_VEGCLASS,NEXT_ABBREV
1,6,2506110,Al:So1,51,70,66,4,0.3,0,0,0,0,0,0,0,0,0,6,3507320,DFal:Mc2
1,6,2504100,Al:Yo,11,25,17,3,0.3,0,0,0,0,0,0,0,0,0,6,2505310,Al:Pc1
1,6,4009210,DF:Gm1,176,999,333,8,0.3,0,0,0,0,0,0,0,0,0,6,4009210,DF:Gm1
1,6,4009110,DF:Go1,176,999,334,8,0.3,0,0,0,0,0,0,0,0,0,6,4009110,DF:Go1
1,6,4008110,DF:Lo1,101,175,110,8,0.3,0,0,0,0,0,0,0,0,0,6,4009110,DF:Go1
1,6,4005310,DF:Pc1,26,50,36,5,0.3,0,0,0,0,0,0,0,0,0,6,4006210,DF:Sm1
1,6,4006310,DF:Sc1,51,70,52,8,0.3,0,0,0,0,0,0,0,0,0,6,4007320,DF:Mc2
1,6,4006210,DF:Sm1,51,70,53,8,0.3,0,0,0,0,0,0,0,0,0,6,4007410,DF:M1p
1,6,4006110,DF:So1,51,70,54,8,0.3,0,0,0,0,0,0,0,0,0,6,4007410,DF:M1p
1,6,3509220,DFal:Gm2,176,999,340,6,0.3,0,0,0,0,0,0,0,0,0,6,3509220,DFal:Gm2
1,6,3507320,DFal:Mc2,71,100,86,6,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,3506320,DFal:Sc2,51,70,57,6,0.3,0,0,0,0,0,0,0,0,0,6,3507320,DFal:Mc2
1,6,3503300,DFal:SHc,0,8,5,1,0.3,0,0,0,0,0,0,0,0,0,6,4002000,DF:GF
1,6,4058320,DFmx:Lc2,101,175,119,6,0.3,0,0,0,0,0,0,0,0,0,6,4009320,DF:Gc2
1,6,4055310,DFmx:Pc1,11,25,15,6,0.3,0,0,0,0,0,0,0,0,0,6,4006310,DF:Sc1
1,6,4056320,DFmx:Sc2,51,70,61,6,0.3,0,0,0,0,0,0,0,0,0,6,4357320,SFDF:Mc2
1,6,4109220,DFWF:Gm2,176,999,347,2.5,0.3,0,0,0,0,0,0,0,0,0,6,4109220,DFWF:Gm2
1,6,4108220,DFWF:Lm2,101,175,123,2.5,0.3,0,0,0,0,0,0,0,0,0,6,4109220,DFWF:Gm2
1,6,4107220,DFWF:Mm2,71,100,94,2.5,0.3,0,0,0,0,0,0,0,0,0,6,4108220,DFWF:Lm2
1,6,4209320,DG:Gc2,176,999,350,8,0.3,0,0,0,0,0,0,0,0,0,6,4209320,DG:Gc2
1,6,4207320,DG:Mc2,71,100,96,8,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,6055210,MH:Pm1,11,25,22,5,0.3,0,0,0,0,0,0,0,0,0,6,4006210,DF:Sm1
1,6,2057210,PK:Mm1,71,100,98,5,0.3,0,0,0,0,0,0,0,0,0,6,4008220,DF:Lm2
1,6,4359320,SFDF:Gc2,176,999,354,7,0.3,0,0,0,0,0,0,0,0,0,6,4359320,SFDF:Gc2
1,6,4352000,SFDF:GF,0,10,3,3,0.3,0,0,0,0,0,0,0,0,0,6,4354100,SFDF:Yo
1,6,4359220,SFDF:Gm2,176,999,356,7,0.3,0,0,0,0,0,0,0,0,0,6,4359220,SFDF:Gm2
1,6,4358320,SFDF:Lc2,101,175,132,7,0.3,0,0,0,0,0,0,0,0,0,6,4359320,SFDF:Gc2
1,6,4358220,SFDF:Lm2,101,175,133,7,0.3,0,0,0,0,0,0,0,0,0,6,4359220,SFDF:Gm2
1,6,4357320,SFDF:Mc2,71,100,74,7,0.3,0,0,0,0,0,0,0,0,0,6,4358320,SFDF:Lc2
1,6,4357220,SFDF:Mm2,71,100,75,7,0.3,0,0,0,0,0,0,0,0,0,6,4358220,SFDF:Lm2
1,6,4355210,SFDF:Pm1,26,50,36,7,0.3,0,0,0,0,0,0,0,0,0,6,4356220,SFDF:Sm2
1,6,4356320,SFDF:Sc2,51,70,57,7,0.3,0,0,0,0,0,0,0,0,0,6,4357320,SFDF:Mc2
1,6,4356220,SFDF:Sm2,51,70,58,7,0.3,0,0,0,0,0,0,0,0,0,6,4357220,SFDF:Mm2
1,6,4354100,SFDF:Yo,11,25,19,6,0.3,0,0,0,0,0,0,0,0,0,6,4355210,SFDF:Pm1
1,6,4459320,WH:Gc2,176,999,365,7,0.3,0,0,0,0,0,0,0,0,0,6,4459320,WH:Gc2
1,1,4009410,DF:G1p,131,999,321,8,0.3,0,0,0,0,0,0,0,0,0,1,4009410,DF:G1p
1,1,4009320,DF:Gc2,146,999,337,8,0.3,0,0,0,0,0,0,0,0,0,1,4009320,DF:Gc2
1,1,4002000,DF:GF,1,8,1,0.5,0.3,0,0,0,0,0,0,0,0,0,1,4004100,DF:Yo
1,1,4002100,DF:GFp,1,8,2,0.5,0.3,0,0,0,0,0,0,0,0,0,1,4004400,DF:Yop
1,1,4009220,DF:Gm2,131,180,175,8,0.3,0,0,0,0,0,0,0,0,0,1,4009220,DF:Gm2
1,1,4009110,DF:Go1,131,150,146,8,0.3,0,0,0,0,0,0,0,0,0,1,4009220,DF:Gm2
1,1,4008410,DF:L1p,86,130,102,8,0.3,0,0,0,0,0,0,0,0,0,1,4009110,DF:Go1
1,1,4008320,DF:Lc2,86,145,103,8,0.3,0,0,0,0,0,0,0,0,0,1,4009320,DF:Gc2
1,1,4008220,DF:Lm2,86,130,104,8,0.3,0,0,0,0,0,0,0,0,0,1,4009220,DF:Gm2
1,1,4008110,DF:Lo1,86,130,105,8,0.3,0,0,0,0,0,0,0,0,0,1,4009110,DF:Go1
1,1,4007410,DF:M1p,66,85,66,8,0.3,0,0,0,0,0,0,0,0,0,1,4008110,DF:Lo1
1,1,4007320,DF:Mc2,66,90,67,8,0.3,0,0,0,0,0,0,0,0,0,1,4008320,DF:Lc2
1,1,4007220,DF:Mm2,66,90,68,8,0.3,0,0,0,0,0,0,0,0,0,1,4008220,DF:Lm2
1,1,4007110,DF:Mo1,66,85,69,8,0.3,0,0,0,0,0,0,0,0,0,1,4008110,DF:Lo1
1,1,4005210,DF:Pm1,26,45,30,8,0.3,0,0,0,0,0,0,0,0,0,1,4006110,DF:So1
1,1,4006220,DF:Sm2,46,70,51,8,0.3,0,0,0,0,0,0,0,0,0,1,4007220,DF:Mm2
1,1,4006110,DF:So1,46,65,52,8,0.3,0,0,0,0,0,0,0,0,0,1,4007110,DF:Mo1
1,1,4004100,DF:Yo,9,25,12,3,0.3,0,0,0,0,0,0,0,0,0,1,4005210,DF:Pm1
1,1,4004400,DF:Yop,9,25,13,3,0.3,0,0,0,0,0,0,0,0,0,1,4005210,DF:Pm1
1,1,3752000,DO:GF,1,12,6,0.6,0.3,0,0,0,0,0,0,0,0,0,1,3754100,DO:Yo
1,1,3752100,DO:GFp,1,12,7,0.6,0.3,0,0,0,0,0,0,0,0,0,1,3754100,DO:Yo
1,1,3758320,DO:Lc2,111,135,122,8,0.3,0,0,0,0,0,0,0,0,0,1,3758320,DO:Lc2
1,1,3757320,DO:Mc2,81,110,83,8,0.3,0,0,0,0,0,0,0,0,0,1,3758320,DO:Lc2
1,1,3755210,DO:Pm1,31,55,44,8,0.3,0,0,0,0,0,0,0,0,0,1,3756320,DO:Sc2
1,1,3756320,DO:Sc2,56,80,70,8,0.3,0,0,0,0,0,0,0,0,0,1,3757320,DO:Mc2
1,1,3754100,DO:Yo,13,30,30,4,0.3,0,0,0,0,0,0,0,0,0,1,3755210,DO:Pm1
1,1,3002000,Oa:GF,1,5,2,0.3,0.3,0,0,0,0,0,0,0,0,0,1,3004100,Oa:Yo
1,1,3009110,Oa:Go1,191,500,408,6,0.3,0,0,0,0,0,0,0,0,0,1,3009110,Oa:Go1
1,1,3008110,Oa:Lo1,116,190,184,6,0.3,0,0,0,0,0,0,0,0,0,1,3009110,Oa:Go1
1,1,3007110,Oa:Mo1,91,115,110,6,0.3,0,0,0,0,0,0,0,0,0,1,3008110,Oa:Lo1
1,1,3005110,Oa:Po1,31,65,41,6,0.3,0,0,0,0,0,0,0,0,0,1,3006110,Oa:So1
1,1,3006110,Oa:So1,66,90,87,6,0.3,0,0,0,0,0,0,0,0,0,1,3007110,Oa:Mo1
1,1,3004100,Oa:Yo,6,30,28,4,0.3,0,0,0,0,0,0,0,0,0,1,3005110,Oa:Po1
1,1,3258220,OD:Lm2,116,215,139,6,0.3,0,0,0,0,0,0,0,0,0,1,3258220,OD:Lm2
1,1,3257220,OD:Mm2,91,130,115,6,0.3,0,0,0,0,0,0,0,0,0,1,3258220,OD:Lm2
1,1,3256220,OD:Sm2,66,105,91,6,0.3,0,0,0,0,0,0,0,0,0,1,3257220,OD:Mm2
1,1,3158210,Ow:Lm1,116,500,342,6,0.3,0,0,0,0,0,0,0,0,0,1,3158210,Ow:Lm1
1,1,3157210,Ow:Mm1,91,130,118,6,0.3,0,0,0,0,0,0,0,0,0,1,3158210,Ow:Lm1
1,1,3155210,Ow:Pm1,31,75,34,6,0.3,0,0,0,0,0,0,0,0,0,1,3156210,Ow:Sm1
1,1,3156210,Ow:Sm1,66,105,95,6,0.3,0,0,0,0,0,0,0,0,0,1,3157210,Ow:Mm1
1,2,7052000,LP:GF,1,5,1,0.5,0.3,0,0,0,0,0,0,0,0,0,2,7054100,LP:Yo
1,2,7052100,LP:GFp,1,5,2,0.5,0.3,0,0,0,0,0,0,0,0,0,2,7054100,LP:Yo
1,2,7055210,LP:Pm1,31,70,63,5,0.3,0,0,0,0,0,0,0,0,0,2,7056220,LP:Sm2
1,2,7055110,LP:Po1,31,60,54,5,0.3,0,0,0,0,0,0,0,0,0,2,7056110,LP:So1
1,2,7056220,LP:Sm2,61,90,85,5,0.3,0,0,0,0,0,0,0,0,0,2,6055210,MH:Pm1
1,2,7056110,LP:So1,61,90,86,5,0.3,0,0,0,0,0,0,0,0,0,2,7056110,LP:So1
1,2,7054100,LP:Yo,1,30,27,3,0.3,0,0,0,0,0,0,0,0,0,2,7055110,LP:Po1
1,2,7054400,LP:Yop,1,10,8,0.5,0.3,0,0,0,0,0,0,0,0,0,2,7054100,LP:Yo
1,2,6052000,MH:GF,1,40,39,4,0.3,0,0,0,0,0,0,0,0,0,2,6054100,MH:Yo
1,2,6052100,MH:GFp,1,40,40,5,0.3,0,0,0,0,0,0,0,0,0,2,6054100,MH:Yo
1,2,6058110,MH:Lo1,152,500,392,5,0.3,0,0,0,0,0,0,0,0,0,2,6058110,MH:Lo1
1,2,6057220,MH:Mm2,112,161,153,5,0.3,0,0,0,0,0,0,0,0,0,2,6058220,MH:Lm2
1,2,6057110,MH:Mo1,112,151,114,5,0.3,0,0,0,0,0,0,0,0,0,2,6058110,MH:Lo1
1,2,6055210,MH:Pm1,41,90,84,5,0.3,0,0,0,0,0,0,0,0,0,2,6056220,MH:Sm2
1,2,6055110,MH:Po1,41,80,45,5,0.3,0,0,0,0,0,0,0,0,0,2,6056110,MH:So1
1,2,6056220,MH:Sm2,81,121,121,5,0.3,0,0,0,0,0,0,0,0,0,2,6057220,MH:Mm2
1,2,6056110,MH:So1,81,111,110,5,0.3,0,0,0,0,0,0,0,0,0,2,6057110,MH:Mo1
1,2,6054100,MH:Yo,1,40,8,4,0.3,0,0,0,0,0,0,0,0,0,2,6055110,MH:Po1
1,2,6054400,MH:Yop,1,10,9,1,0.3,0,0,0,0,0,0,0,0,0,2,6052000,MH:GF
1,2,7658220,WP:Lm2,131,200,170,5,0.3,0,0,0,0,0,0,0,0,0,2,7658220,WP:Lm2
1,2,7657220,WP:Mm2,91,130,101,5,0.3,0,0,0,0,0,0,0,0,0,2,7658220,WP:Lm2
1,3,4359410,SFDF:G1p,301,335,307,7,0.3,0,0,0,0,0,0,0,0,0,3,4359320,SFDF:Gc2
1,3,4359320,SFDF:Gc2,301,999,553,7,0.3,0,0,0,0,0,0,0,0,0,3,4359320,SFDF:Gc2
1,3,4352000,SFDF:GF,1,25,4,3,0.3,0,0,0,0,0,0,0,0,0,3,4354100,SFDF:Yo
1,3,4352100,SFDF:GFp,1,25,5,3,0.3,0,0,0,0,0,0,0,0,0,3,4354400,SFDF:Yop
1,3,4359220,SFDF:Gm2,301,325,306,7,0.3,0,0,0,0,0,0,0,0,0,3,4359220,SFDF:Gm2
1,3,4358410,SFDF:L1p,131,160,147,7,0.3,0,0,0,0,0,0,0,0,0,3,4358320,SFDF:Lc2
1,3,4358320,SFDF:Lc2,150,300,256,7,0.3,0,0,0,0,0,0,0,0,0,3,4359320,SFDF:Gc2
1,3,4358220,SFDF:Lm2,131,150,149,7,0.3,0,0,0,0,0,0,0,0,0,3,4359220,SFDF:Gm2
1,3,4357410,SFDF:M1p,111,131,118,7,0.3,0,0,0,0,0,0,0,0,0,3,4357320,SFDF:Mc2
1,3,4357320,SFDF:Mc2,111,150,131,7,0.3,0,0,0,0,0,0,0,0,0,3,4358320,SFDF:Lc2
1,3,4357220,SFDF:Mm2,111,130,112,7,0.3,0,0,0,0,0,0,0,0,0,3,4358220,SFDF:Lm2
1,3,4355210,SFDF:Pm1,36,70,53,7,0.3,0,0,0,0,0,0,0,0,0,3,4356320,SFDF:Sc2
1,3,4356410,SFDF:S1p,71,90,74,7,0.3,0,0,0,0,0,0,0,0,0,3,4356220,SFDF:Sm2
1,3,4356320,SFDF:Sc2,71,110,95,7,0.3,0,0,0,0,0,0,0,0,0,3,4357320,SFDF:Mc2
1,3,4356220,SFDF:Sm2,71,110,96,7,0.3,0,0,0,0,0,0,0,0,0,3,4357220,SFDF:Mm2
1,3,4354100,SFDF:Yo,1,35,22,6,0.3,0,0,0,0,0,0,0,0,0,3,4355210,SFDF:Pm1
1,3,4354400,SFDF:Yop,1,35,23,6,0.3,0,0,0,0,0,0,0,0,0,3,4355210,SFDF:Pm1
1,4,3102000,TO:GF,1,1,1,0.1,0.3,0,0,0,0,0,0,0,0,0,4,3103300,TO:SHc
1,4,3108320,TO:Lc2,81,500,350,1,0.3,0,0,0,0,0,0,0,0,0,4,3108320,TO:Lc2
1,4,3107320,TO:Mc2,61,80,71,1,0.3,0,0,0,0,0,0,0,0,0,4,3108320,TO:Lc2
1,4,3105310,TO:Pc1,21,40,32,1,0.3,0,0,0,0,0,0,0,0,0,4,3106320,TO:Sc2
1,4,3106320,TO:Sc2,41,60,53,1,0.3,0,0,0,0,0,0,0,0,0,4,3107320,TO:Mc2
1,4,3103300,TO:SHc,1,3,1,0.2,0.3,0,0,0,0,0,0,0,0,0,4,3104100,TO:Yo
1,4,3104100,TO:Yo,4,20,6,1,0.3,0,0,0,0,0,0,0,0,0,4,3105310,TO:Pc1
1,5,2702000,BM:GF,1,2,2,0.1,0.3,0,0,0,0,0,0,0,0,0,5,2704100,BM:Yo
1,5,2708310,BM:Lc1,86,135,112,6,0.3,0,0,0,0,0,0,0,0,0,5,2708310,BM:Lc1
1,5,2705320,BM:Pc2,61,85,63,6,0.3,0,0,0,0,0,0,0,0,0,5,2708310,BM:Lc1
1,5,2705210,BM:Pm1,16,35,34,6,0.3,0,0,0,0,0,0,0,0,0,5,2706310,BM:Sc1
1,5,2706310,BM:Sc1,36,60,40,6,0.3,0,0,0,0,0,0,0,0,0,5,2705320,BM:Pc2
1,5,2704100,BM:Yo,1,15,11,3,0.3,0,0,0,0,0,0,0,0,0,5,2705210,BM:Pm1
1,5,4009410,DF:G1p,139,163,145,8,0.3,0,0,0,0,0,0,0,0,0,5,4009210,DF:Gm1
1,5,4002000,DF:GF,1,12,7,0.5,0.3,0,0,0,0,0,0,0,0,0,5,4004100,DF:Yo
1,5,4002100,DF:GFp,1,12,8,0.5,0.3,0,0,0,0,0,0,0,0,0,5,4004400,DF:Yop
1,5,4009210,DF:Gm1,139,500,423,8,0.3,0,0,0,0,0,0,0,0,0,5,4009210,DF:Gm1
1,5,4008410,DF:L1p,79,103,89,8,0.3,0,0,0,0,0,0,0,0,0,5,4009210,DF:Gm1
1,5,4008210,DF:Lm1,79,138,125,8,0.3,0,0,0,0,0,0,0,0,0,5,4009210,DF:Gm1
1,5,4007410,DF:M1p,59,78,66,8,0.3,0,0,0,0,0,0,0,0,0,5,4008210,DF:Lm1
1,5,4007210,DF:Mm1,59,78,67,8,0.3,0,0,0,0,0,0,0,0,0,5,4008210,DF:Lm1
1,5,4005410,DF:P1p,1,18,2,3,0.3,0,0,0,0,0,0,0,0,0,5,4005210,DF:Pm1
1,5,4005210,DF:Pm1,19,38,29,8,0.3,0,0,0,0,0,0,0,0,0,5,4006210,DF:Sm1
1,5,4006410,DF:S1p,39,58,50,8,0.3,0,0,0,0,0,0,0,0,0,5,4007210,DF:Mm1
1,5,4006320,DF:Sc2,39,58,51,8,0.3,0,0,0,0,0,0,0,0,0,5,4007320,DF:Mc2
1,5,4006210,DF:Sm1,39,58,52,8,0.3,0,0,0,0,0,0,0,0,0,5,4007210,DF:Mm1
1,5,4004100,DF:Yo,1,18,7,3,0.3,0,0,0,0,0,0,0,0,0,5,4005210,DF:Pm1
1,5,4004400,DF:Yop,1,18,8,3,0.3,0,0,0,0,0,0,0,0,0,5,4005210,DF:Pm1
1,5,4209320,DG:Gc2,139,500,435,8,0.3,0,0,0,0,0,0,0,0,0,5,4209320,DG:Gc2
1,5,4208320,DG:Lc2,79,168,106,8,0.3,0,0,0,0,0,0,0,0,0,5,4209320,DG:Gc2
1,5,4207320,DG:Mc2,59,88,87,8,0.3,0,0,0,0,0,0,0,0,0,5,4208320,DG:Lc2
1,6,4009410,DF:G1p,176,225,225,8,0.3,0,0,0,0,0,0,0,0,0,6,4009410,DF:G1p
1,6,4009320,DF:Gc2,176,999,476,8,0.3,0,0,0,0,0,0,0,0,0,6,4009320,DF:Gc2
1,6,4002000,DF:GF,1,10,2,0.5,0.3,0,0,0,0,0,0,0,0,0,6,4002000,DF:GF
1,6,4002100,DF:GFp,1,10,3,0.5,0.3,0,0,0,0,0,0,0,0,0,6,4002100,DF:GFp
1,6,4009220,DF:Gm2,175,200,192,8,0.3,0,0,0,0,0,0,0,0,0,6,4009320,DF:Gc2
1,6,4008410,DF:L1p,101,175,105,8,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,4008320,DF:Lc2,101,175,106,8,0.3,0,0,0,0,0,0,0,0,0,6,4009320,DF:Gc2
1,6,4008220,DF:Lm2,101,175,107,8,0.3,0,0,0,0,0,0,0,0,0,6,4009320,DF:Gc2
1,6,4007410,DF:M1p,71,100,78,8,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,4007320,DF:Mc2,71,100,79,8,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,4007220,DF:Mm2,71,100,80,8,0.3,0,0,0,0,0,0,0,0,0,6,4008320,DF:Lc2
1,6,4005210,DF:Pm1,26,50,36,8,0.3,0,0,0,0,0,0,0,0,0,6,4006320,DF:Sc2
1,6,4006320,DF:Sc2,51,70,62,8,0.3,0,0,0,0,0,0,0,0,0,6,4007320,DF:Mc2
1,6,4006220,DF:Sm2,51,70,63,8,0.3,0,0,0,0,0,0,0,0,0,6,4007320,DF:Mc2
1,6,4004100,DF:Yo,11,25,24,3,0.3,0,0,0,0,0,0,0,0,0,6,4005210,DF:Pm1
1,6,4004400,DF:Yop,11,25,25,3,0.3,0,0,0,0,0,0,0,0,0,6,4005210,DF:Pm1
