t, o
0, 1.070377
0, 1.189308
0, 1.693347
0, 1.415842
0, 1.231783
0, 1.098694
0, 0.988258
0, 0.894812
0, 0.846674
0, 0.824020
0, 0.775882
0, 0.775882
0, 0.767387
0, 0.773050
0, 0.741901
0, 0.719248
0, 0.668278
0, 0.639961
0, 0.600317
0, 0.569169
0, 0.560674
0, 0.557842
0, 0.555010
0, 0.552179
0, 0.538020
0, 0.521030
0, 0.529525
0, 0.549347
0, 0.586159
0, 0.572000
0, 0.557842
0, 0.521030
0, 0.518198
0, 0.504040
0, 0.484218
0, 0.504040
0, 0.484218
0, 0.450238
0, 0.416258
0, 0.387941
0, 0.362456
0, 0.362456
0, 0.342634
0, 0.348297
0, 0.336970
0, 0.345466
0, 0.368119
0, 0.359624
0, 0.351129
0, 0.404931
0, 0.399268
0, 0.390772
0, 0.387941
0, 0.362456
0, 0.336970
0, 0.317149
0, 0.399268
0, 0.679604
0, 0.665446
0, 0.549347
0, 0.523862
0, 0.495545
0, 0.453070
0, 0.413426
0, 0.404931
0, 0.427584
0, 0.421921
0, 0.419089
0, 0.430416
0, 0.427584
0, 0.413426
0, 0.416258
0, 0.382277
0, 0.359624
0, 0.345466
0, 0.334139
0, 0.334139
0, 0.325644
0, 0.319980
0, 0.322812
0, 0.339802
0, 0.390772
0, 0.396436
0, 0.407763
0, 0.421921
0, 0.424753
0, 0.419089
0, 0.407763
0, 0.399268
0, 0.390772
0, 0.385109
0, 0.373782
0, 0.373782
0, 0.359624
0, 0.365287
0, 0.736238
0, 0.934456
0, 0.880654
0, 0.739070
0, 0.846674
0, 0.750396
0, 0.744733
0, 0.617307
0, 0.580495
0, 0.620139
0, 0.974100
0, 1.039228
0, 0.925961
0, 1.945367
0, 2.095447
0, 1.537605
0, 1.500793
0, 1.885902
0, 1.866080
0, 1.605565
0, 1.197803
0, 0.988258
0, 0.894812
0, 1.809446
0, 4.983765
0, 10.335649
0, 8.948124
0, 8.240202
0, 8.240202
0, 9.316243
0, 10.335649
0, 8.863173
0, 6.994261
0, 5.691686
0, 10.760402
0, 14.838028
0, 11.666541
0, 12.147927
0, 15.687533
0, 28.600015
0, 26.504568
0, 17.924564
0, 13.167334
0, 13.818621
0, 25.400211
0, 20.444763
0, 15.432681
0, 12.431096
0, 10.448916
0, 8.948124
0, 7.758816
0, 6.824360
0, 6.116439
0, 5.635052
0, 5.153666
0, 3.964359
0, 3.398022
0, 3.114853
0, 3.114853
0, 3.114853
0, 3.681190
0, 3.992675
0, 19.170505
0, 44.457449
0, 35.396058
0, 24.607340
0, 19.085555
0, 16.735256
0, 31.431700
0, 33.130711
0, 26.561202
0, 21.492487
0, 17.896247
0, 15.177830
0, 13.139017
0, 11.524957
0, 10.562184
0, 13.082383
0, 28.316847
0, 52.952503
0, 47.289134
0, 35.962395
0, 28.288530
0, 24.069320
0, 30.865363
0, 30.015857
0, 27.099222
0, 25.598429
0, 21.662388
0, 18.859020
0, 25.966548
0, 33.980216
0, 36.245564
0, 33.130711
0, 43.041607
0, 40.209922
0, 43.324775
0, 37.661406
0, 30.865363
0, 25.570112
0, 21.407536
0, 18.009514
0, 16.763573
0, 20.104961
0, 18.490901
0, 15.885751
0, 14.215057
0, 12.997433
0, 12.289511
0, 11.921392
0, 12.091293
0, 14.130106
0, 15.432681
0, 17.584762
0, 17.924564
0, 16.338820
0, 15.999018
0, 14.328324
0, 13.223967
0, 12.402779
0, 12.884165
0, 21.322585
0, 25.088726
0, 22.993279
0, 20.388130
0, 18.717436
0, 16.876841
0, 15.121196
0, 13.733671
0, 12.516046
0, 11.440006
0, 10.477233
0, 10.732085
0, 16.452088
0, 15.942385
0, 27.523975
0, 33.413879
0, 26.957638
0, 21.917239
0, 18.774069
0, 16.678623
0, 15.036246
0, 13.308918
0, 12.034660
0, 11.043570
0, 10.279015
0, 9.542777
0, 9.656045
0, 10.647134
0, 32.281205
0, 35.112890
0, 26.646153
0, 21.464170
0, 18.037831
0, 15.517632
0, 13.705354
0, 12.289511
0, 11.213471
0, 10.477233
0, 10.250698
0, 9.599411
0, 8.806539
0, 11.298422
0, 32.281205
0, 30.015857
0, 24.154270
0, 51.536661
0, 84.950540
0, 69.376274
0, 45.873291
0, 41.342596
0, 41.625765
0, 37.095069
0, 35.112890
0, 41.059428
0, 36.528732
0, 33.697047
0, 29.449520
0, 25.088726
0, 23.021596
0, 22.795062
0, 19.991694
0, 17.358227
0, 15.829117
0, 14.186740
0, 12.827532
0, 11.779808
0, 10.986936
0, 10.930303
0, 10.165748
0, 9.259609
0, 8.608321
0, 8.183569
0, 7.815450
0, 7.645549
0, 17.301593
0, 20.218228
0, 21.067734
0, 19.028921
0, 16.480405
0, 14.356641
0, 13.733671
0, 13.592086
0, 12.317828
0, 11.270105
0, 10.420600
0, 9.684362
0, 9.004757
0, 8.608321
0, 8.183569
0, 7.560598
0, 7.107528
0, 6.682776
0, 6.314657
0, 6.003171
0, 5.748320
0, 5.663369
0, 5.748320
0, 5.974855
0, 6.512875
0, 7.872083
0, 7.532281
0, 6.597825
0, 6.173073
0, 6.796043
0, 6.937627
0, 6.286340
0, 5.833270
0, 5.521785
0, 5.663369
0, 5.550102
0, 9.259609
0, 13.280601
0, 24.324171
0, 20.982783
0, 16.537038
0, 13.931889
0, 11.836442
0, 10.901986
0, 12.147927
0, 12.062977
0, 10.873669
0, 9.797629
0, 8.806539
0, 8.070301
0, 7.532281
0, 7.135845
0, 6.909311
0, 6.512875
0, 6.088122
0, 5.861587
0, 5.550102
0, 5.210300
0, 4.898814
0, 4.502379
0, 4.275844
0, 4.049309
0, 3.794457
0, 3.624556
0, 3.454655
0, 3.256437
0, 3.284754
0, 3.313071
0, 3.058219
0, 2.860002
0, 2.709922
0, 2.517368
0, 2.299328
0, 2.183229
0, 2.052971
0, 2.004833
0, 1.968021
0, 1.919882
0, 1.843427
0, 1.755644
0, 1.679189
0, 1.633882
0, 1.588575
0, 1.599902
0, 1.534773
0, 1.475308
0, 1.444159
0, 1.404516
0, 1.364872
0, 1.305407
0, 1.240278
0, 1.206298
0, 1.200634
0, 1.197803
0, 1.172317
0, 1.155327
0, 1.152496
0, 1.152496
0, 1.127010
0, 1.084535
0, 1.064713
0, 1.013743
0, 1.002416
0, 0.974100
0, 0.957109
0, 0.959941
0, 0.968436
0, 0.917466
0, 0.883486
0, 0.826852
0, 0.804198
0, 0.770218
0, 0.761723
0, 0.753228
0, 0.747565
0, 0.761723
0, 0.736238
0, 0.736238
0, 0.699426
0, 0.634297
0, 0.577664
0, 0.560674
0, 0.546515
0, 0.532357
0, 0.546515
0, 0.764555
0, 0.838179
0, 0.843842
0, 0.849505
0, 0.923129
0, 0.719248
0, 0.645624
0, 0.611644
0, 0.648456
0, 0.739070
0, 0.705089
0, 0.699426
0, 0.676773
0, 0.620139
0, 0.594654
0, 0.563505
0, 0.560674
0, 0.603149
0, 0.639961
0, 0.991090
0, 1.701842
0, 1.738654
0, 1.444159
0, 1.257268
0, 1.061882
0, 0.993921
0, 0.945783
0, 0.925961
0, 0.923129
0, 0.894812
0, 0.891981
0, 0.843842
0, 0.815525
0, 0.804198
0, 0.787208
0, 0.792872
0, 0.778713
0, 0.761723
0, 0.747565
0, 0.775882
0, 0.877822
0, 1.160991
0, 1.401684
0, 1.362040
0, 1.076040
0, 0.948614
0, 0.891981
0, 0.843842
0, 0.812693
0, 0.826852
0, 0.801367
0, 0.790040
0, 0.778713
0, 0.787208
0, 0.821189
0, 3.964359
0, 7.050895
0, 6.739409
0, 4.757230
0, 3.596240
0, 3.143170
0, 2.616477
0, 3.256437
0, 3.596240
0, 4.077626
0, 4.615646
0, 3.652873
0, 3.001586
0, 2.613645
0, 5.210300
0, 6.144756
0, 5.918221
0, 11.213471
0, 10.448916
0, 7.702182
0, 6.201389
0, 5.408518
0, 4.785547
0, 4.643963
0, 5.210300
0, 23.191497
0, 25.201993
0, 20.586347
0, 16.480405
0, 17.924564
0, 27.552292
0, 20.642981
0, 15.347731
0, 13.507136
0, 15.602582
0, 15.007929
0, 13.478819
0, 17.641395
0, 35.679227
0, 30.015857
0, 22.993279
0, 18.236049
0, 14.979612
0, 12.799215
0, 11.383372
0, 19.142188
0, 41.342596
0, 60.314883
0, 53.518840
0, 52.952503
0, 48.138639
0, 67.960432
0, 61.164389
0, 46.439628
0, 36.245564
0, 33.130711
0, 32.564374
0, 34.546553
0, 33.980216
0, 28.316847
0, 23.389715
0, 19.850109
0, 17.924564
0, 23.163181
0, 30.865363
0, 52.386166
0, 96.843615
0, 73.340633
0, 48.988145
0, 35.962395
0, 28.203579
0, 22.936646
0, 19.283773
0, 16.848524
0, 15.036246
0, 13.563770
0, 12.657630
0, 11.978026
0, 11.468323
0, 10.533867
0, 11.949709
0, 19.906743
0, 23.248131
0, 24.154270
0, 76.172317
0, 130.540663
0, 88.631730
0, 56.067356
0, 40.493091
0, 31.998037
0, 26.391301
0, 22.002190
0, 18.802386
0, 16.395454
0, 14.583176
0, 13.252284
0, 12.119610
0, 11.298422
0, 10.505550
0, 9.684362
0, 8.976440
0, 8.410103
0, 7.957034
0, 7.588915
0, 7.334063
0, 7.079212
0, 7.135845
0, 7.588915
0, 7.107528
0, 6.654459
0, 6.399607
0, 6.229706
0, 7.985351
0, 9.061391
0, 24.182587
0, 25.655063
0, 19.850109
0, 16.480405
0, 14.866344
0, 13.054066
0, 11.893076
0, 11.609907
0, 13.082383
0, 15.715850
0, 14.441592
0, 12.770898
0, 12.176244
0, 34.546553
0, 94.578268
0, 85.516877
0, 57.766367
0, 43.891112
0, 41.059428
0, 33.130711
0, 27.382391
0, 23.757834
0, 21.322585
0, 31.998037
0, 30.299026
0, 24.862191
0, 24.239221
0, 37.095069
0, 40.493091
0, 59.182209
0, 61.164389
0, 47.855471
0, 37.944574
0, 31.148531
0, 26.646153
0, 22.823378
0, 19.793476
0, 18.490901
0, 18.490901
0, 18.830703
0, 22.172091
0, 27.325757
0, 26.051499
0, 29.732689
0, 30.865363
0, 28.600015
0, 25.994865
0, 23.021596
0, 19.991694
0, 19.368723
0, 19.821793
0, 21.520803
0, 20.218228
0, 18.179416
0, 16.338820
0, 15.347731
0, 14.554859
0, 12.742581
0, 14.866344
0, 25.485162
0, 42.475270
0, 31.148531
0, 25.485162
0, 21.237635
0, 18.405950
0, 15.574266
0, 14.158423
0, 13.592086
0, 12.742581
0, 18.405950
0, 26.844371
0, 25.598429
0, 24.918825
0, 24.352488
0, 24.069320
0, 21.294269
0, 18.604168
0, 16.310504
0, 14.413275
0, 13.025749
0, 12.034660
0, 11.666541
0, 10.986936
0, 10.363966
0, 9.486144
0, 8.976440
0, 8.664955
0, 8.126935
0, 7.730499
0, 7.475648
0, 7.192479
0, 7.192479
0, 7.334063
0, 6.654459
0, 6.258023
0, 6.003171
0, 5.804954
0, 5.606736
0, 5.521785
0, 6.059805
0, 6.088122
0, 7.419014
0, 7.900400
0, 7.815450
0, 7.107528
0, 7.362380
0, 7.475648
0, 7.079212
0, 6.569508
0, 6.088122
0, 5.635052
0, 5.323567
0, 5.068716
0, 4.927131
0, 4.672280
0, 4.474062
0, 4.304161
0, 4.219210
0, 4.389111
0, 4.190893
0, 3.851091
0, 3.596240
0, 3.454655
0, 3.313071
0, 3.256437
0, 3.199804
0, 3.114853
0, 2.916635
0, 2.777883
0, 2.684437
0, 2.574001
0, 2.443744
0, 2.398437
0, 2.599487
0, 2.692932
0, 2.503209
0, 2.333308
0, 2.183229
0, 2.064298
0, 2.021823
0, 1.894397
0, 1.803783
0, 1.718833
0, 1.684852
0, 1.636714
0, 1.585743
0, 1.557427
0, 1.662199
0, 1.800951
0, 1.716001
0, 1.602734
0, 1.885902
0, 2.021823
0, 2.030318
0, 1.905724
0, 1.707506
0, 1.574417
0, 1.503625
0, 1.415842
0, 1.319565
0, 1.262931
0, 1.240278
0, 1.209129
0, 1.160991
0, 1.160991
0, 1.084535
0, 1.059050
0, 1.008080
0, 0.959941
0, 0.931624
0, 0.917466
0, 0.903307
0, 0.894812
0, 0.897644
0, 0.883486
0, 0.886317
0, 0.843842
0, 0.804198
0, 0.770218
0, 0.741901
0, 0.753228
0, 0.730575
0, 0.719248
0, 0.693763
0, 0.665446
0, 0.656951
0, 0.628634
0, 0.591822
0, 0.591822
0, 0.588990
0, 0.586159
0, 0.563505
0, 0.552179
0, 0.529525
0, 0.523862
0, 0.512535
0, 0.498377
0, 0.487050
0, 0.472891
0, 0.461565
0, 0.455901
0, 0.441743
0, 0.421921
0, 0.419089
0, 0.413426
0, 0.402099
0, 0.396436
0, 0.370951
0, 0.376614
0, 0.379446
0, 0.396436
0, 0.416258
0, 0.419089
0, 0.419089
0, 0.419089
0, 0.416258
0, 0.396436
0, 0.404931
0, 0.390772
0, 0.365287
0, 0.376614
0, 0.368119
0, 0.359624
0, 0.390772
0, 0.379446
0, 0.399268
0, 0.396436
0, 0.402099
0, 0.410594
0, 0.574832
0, 0.812693
0, 0.858000
0, 1.090199
0, 1.013743
0, 0.937288
0, 0.798535
0, 0.741901
0, 0.809862
0, 0.979763
0, 1.234615
0, 1.155327
0, 0.931624
0, 0.829684
0, 0.770218
0, 0.730575
0, 0.707921
0, 0.676773
0, 0.656951
0, 0.662614
0, 0.659783
0, 0.662614
0, 0.656951
0, 0.637129
0, 0.639961
0, 0.648456
0, 0.637129
0, 0.676773
0, 0.705089
0, 0.739070
0, 0.792872
0, 0.849505
0, 0.826852
0, 0.841010
0, 1.005248
0, 1.410179
0, 1.353545
0, 1.194971
0, 1.064713
0, 0.906139
0, 0.869327
0, 0.869327
0, 0.968436
0, 1.163822
0, 1.257268
0, 1.206298
0, 3.256437
0, 6.767726
0, 7.957034
0, 6.711093
0, 5.295250
0, 17.188326
0, 29.449520
0, 25.485162
0, 18.604168
0, 13.592086
0, 10.505550
0, 11.015253
0, 9.401193
0, 8.240202
0, 7.390697
0, 6.484558
0, 5.833270
0, 5.238617
0, 4.813864
0, 4.417428
0, 4.077626
0, 3.851091
0, 3.596240
0, 3.398022
0, 3.199804
0, 3.029903
0, 2.888318
0, 2.735407
0, 2.752397
0, 2.684437
0, 2.602318
0, 2.469229
0, 2.353130
0, 2.256853
0, 2.180397
0, 2.101110
0, 2.033150
0, 1.965189
0, 2.061466
0, 2.463566
0, 2.690100
0, 19.821793
0, 50.970324
0, 101.940648
0, 62.297063
0, 45.306955
0, 36.811901
0, 31.148531
0, 26.901004
0, 24.069320
0, 21.237635
0, 18.405950
0, 15.574266
0, 13.592086
0, 11.893076
0, 10.194065
0, 9.061391
0, 7.928717
0, 7.645549
0, 7.673865
0, 7.503964
0, 12.685947
0, 147.813939
0, 272.974401
0, 205.863475
0, 145.548592
0, 100.807974
0, 73.623801
0, 64.562410
0, 75.039643
0, 57.766367
0, 44.740618
0, 33.980216
0, 27.608925
0, 28.288530
0, 24.182587
0, 22.200408
0, 19.566941
0, 17.188326
0, 15.262780
0, 13.705354
0, 12.487729
0, 11.468323
0, 11.440006
0, 13.110700
0, 12.487729
0, 12.034660
0, 11.071887
0, 11.496640
0, 11.383372
0, 11.779808
0, 11.241788
0, 11.015253
0, 11.978026
0, 13.139017
0, 13.507136
0, 13.931889
0, 21.662388
0, 30.582194
0, 26.985955
0, 31.998037
0, 33.130711
0, 28.316847
0, 24.833874
0, 39.360417
0, 37.944574
0, 33.130711
0, 29.449520
0, 27.269123
0, 27.184173
0, 23.021596
0, 19.935060
0, 17.613079
0, 15.914068
0, 16.395454
0, 20.218228
0, 52.952503
0, 45.023786
0, 103.073322
0, 118.647587
0, 96.277278
0, 68.809937
0, 48.704976
0, 38.227743
0, 45.590123
0, 43.607944
0, 43.324775
0, 40.493091
0, 36.811901
0, 34.263384
0, 31.148531
0, 31.998037
0, 49.837650
0, 123.744620
0, 158.574341
0, 121.196103
0, 79.004002
0, 53.802009
0, 42.192101
0, 37.378238
0, 31.148531
0, 26.816054
0, 23.021596
0, 19.963377
0, 17.669712
0, 16.253870
0, 15.177830
0, 14.186740
0, 12.516046
0, 11.355055
0, 12.544363
0, 12.317828
0, 11.666541
0, 11.609907
0, 12.572680
0, 12.119610
0, 11.241788
0, 10.335649
0, 9.542777
0, 9.033074
0, 9.231292
0, 10.335649
0, 9.571094
0, 8.721589
0, 8.693272
0, 8.919807
0, 8.891490
0, 17.273276
0, 21.577437
0, 20.586347
0, 17.952881
0, 15.347731
0, 13.252284
0, 11.609907
0, 10.335649
0, 9.372876
0, 8.551688
0, 7.843767
0, 7.249113
0, 6.767726
0, 6.371290
0, 5.974855
0, 5.748320
0, 5.436835
0, 5.238617
0, 5.323567
0, 5.663369
0, 5.578419
0, 5.776637
0, 6.427924
0, 5.351884
0, 4.927131
0, 4.643963
0, 4.360794
0, 4.105943
0, 3.879408
0, 3.709507
0, 3.709507
0, 3.624556
0, 3.879408
0, 4.332478
0, 4.105943
0, 4.049309
0, 4.247527
0, 4.417428
0, 4.077626
0, 3.652873
0, 3.454655
0, 3.313071
0, 3.114853
0, 2.916635
0, 2.752397
0, 2.588160
0, 2.585328
0, 2.707091
0, 2.619308
0, 2.480556
0, 2.435249
0, 2.656120
0, 2.749566
0, 2.769388
0, 3.284754
0, 2.973269
0, 2.551348
0, 2.412595
0, 2.480556
0, 2.692932
0, 2.520199
0, 2.378615
0, 2.316318
0, 2.160575
0, 2.004833
0, 1.897229
0, 1.849090
0, 1.812278
0, 1.815110
0, 1.766971
0, 1.684852
0, 1.594238
0, 1.537605
0, 1.495130
0, 1.480971
0, 1.486634
0, 1.475308
0, 1.466813
0, 1.430001
0, 1.407347
0, 1.370535
0, 1.325228
0, 1.268595
0, 1.206298
0, 1.183644
0, 1.160991
0, 1.149664
0, 1.104357
0, 1.064713
0, 1.053387
0, 1.002416
0, 0.965604
0, 0.959941
0, 0.911802
0, 0.869327
0, 0.843842
0, 0.829684
0, 0.835347
0, 0.838179
0, 0.792872
0, 0.812693
0, 0.756060
0, 0.727743
0, 0.693763
0, 0.693763
0, 0.688099
0, 0.679604
0, 0.688099
0, 0.702258
0, 0.673941
0, 0.676773
0, 0.648456
0, 0.628634
0, 0.608812
0, 0.586159
0, 0.583327
0, 0.600317
0, 0.605981
0, 0.586159
0, 0.566337
0, 0.560674
0, 0.552179
0, 0.546515
0, 0.540852
0, 0.546515
0, 0.521030
0, 0.495545
0, 0.481386
0, 0.467228
0, 0.461565
0, 0.487050
0, 0.489881
0, 0.478555
0, 0.453070
0, 0.413426
0, 0.402099
0, 0.430416
0, 0.419089
0, 0.421921
0, 0.419089
0, 0.416258
0, 0.444574
0, 0.481386
0, 0.487050
0, 0.495545
0, 0.455901
0, 0.436079
0, 0.438911
0, 0.424753
0, 0.410594
0, 0.399268
0, 0.387941
0, 0.339802
0, 0.362456
0, 0.331307
0, 0.322812
0, 0.328475
0, 0.319980
0, 0.351129
0, 0.342634
0, 0.376614
0, 0.387941
0, 0.455901
0, 0.914634
0, 1.005248
0, 1.305407
0, 2.460734
0, 2.888318
0, 1.537605
0, 1.115684
0, 1.093030
0, 1.313902
0, 1.673526
0, 1.843427
0, 1.622555
0, 1.565922
0, 1.311070
0, 1.393189
0, 3.284754
0, 8.636638
0, 9.061391
0, 6.682776
0, 9.202975
0, 9.967530
0, 8.381787
0, 6.654459
0, 5.238617
0, 4.304161
0, 3.624556
0, 3.114853
0, 2.752397
0, 2.446576
0, 2.146417
0, 3.284754
0, 4.728913
0, 4.162576
0, 3.398022
0, 2.944952
0, 3.624556
0, 15.970701
0, 72.207959
0, 139.318885
0, 93.728762
0, 54.085177
0, 37.095069
0, 35.962395
0, 30.015857
0, 24.295854
0, 19.906743
0, 16.820207
0, 16.140603
0, 21.096051
0, 43.891112
0, 76.455486
0, 73.906970
0, 85.233708
0, 69.942611
0, 52.669335
0, 42.192101
0, 36.811901
0, 30.865363
0, 26.306350
0, 23.304765
0, 24.324171
0, 22.313675
0, 21.039417
0, 21.011100
0, 30.015857
0, 60.598052
0, 58.332704
0, 48.704976
0, 94.011931
0, 97.126784
0, 70.508948
0, 60.598052
0, 53.802009
0, 48.421808
0, 47.572302
0, 43.324775
0, 38.227743
0, 32.564374
0, 27.467341
0, 23.389715
0, 20.246545
0, 17.754663
0, 15.914068
0, 14.526542
0, 13.337235
0, 12.289511
0, 12.317828
0, 13.507136
0, 14.951295
0, 19.651892
0, 19.566941
0, 18.066148
0, 16.338820
0, 14.838028
0, 13.563770
0, 12.487729
0, 11.638224
0, 10.930303
0, 10.307332
0, 9.684362
0, 9.174658
0, 8.693272
0, 8.749906
0, 9.061391
0, 8.919807
0, 9.939213
0, 13.110700
0, 14.894661
0, 18.122782
0, 20.104961
0, 19.878426
0, 18.236049
0, 16.452088
0, 14.781394
0, 13.365552
0, 12.572680
0, 12.714264
0, 13.167334
0, 12.487729
0, 11.496640
0, 10.788719
0, 10.137431
0, 9.599411
0, 9.202975
0, 8.806539
0, 8.353470
0, 8.013668
0, 7.730499
0, 7.447331
0, 7.560598
0, 7.390697
0, 8.013668
0, 9.684362
0, 17.244960
0, 17.613079
0, 18.689119
0, 19.170505
0, 17.046742
0, 15.659216
0, 14.526542
0, 13.308918
0, 12.289511
0, 11.270105
0, 11.043570
0, 13.790304
0, 13.592086
0, 12.232878
0, 11.071887
0, 10.165748
0, 9.514460
0, 9.004757
0, 8.495054
0, 8.013668
0, 7.617232
0, 7.362380
0, 7.985351
0, 7.419014
0, 7.079212
0, 16.961791
0, 19.113871
0, 17.273276
0, 15.234463
0, 13.507136
0, 12.147927
0, 11.071887
0, 10.279015
0, 9.797629
0, 9.287926
0, 8.495054
0, 7.985351
0, 7.532281
0, 7.164162
0, 6.824360
0, 6.852677
0, 7.192479
0, 11.496640
0, 18.632485
0, 19.793476
0, 16.338820
0, 13.705354
0, 12.091293
0, 10.732085
0, 10.024164
0, 9.457827
0, 9.089708
0, 8.438420
0, 8.438420
0, 7.957034
0, 7.815450
0, 8.240202
0, 7.928717
0, 7.475648
0, 7.022578
0, 6.597825
0, 6.144756
0, 5.720003
0, 5.351884
0, 5.012082
0, 4.870498
0, 4.700597
0, 4.360794
0, 4.105943
0, 3.936042
0, 3.709507
0, 3.539606
0, 3.369705
0, 3.284754
0, 3.143170
0, 3.029903
0, 2.916635
0, 2.809031
0, 2.735407
0, 2.687269
0, 2.627803
0, 2.574001
0, 2.644793
0, 2.622140
0, 2.520199
0, 2.432417
0, 2.324813
0, 2.613645
0, 3.596240
0, 4.020992
0, 3.936042
0, 3.794457
0, 3.426338
0, 3.709507
0, 4.643963
0, 5.946538
0, 7.079212
0, 6.399607
0, 5.436835
0, 4.700597
0, 4.162576
0, 3.737824
0, 3.398022
0, 3.114853
0, 2.916635
0, 2.721249
0, 2.588160
0, 2.477724
0, 2.409764
0, 2.361625
0, 2.395605
0, 2.480556
0, 2.375783
0, 2.186061
0, 2.126595
0, 2.129427
0, 2.132259
0, 2.203051
0, 2.098278
0, 2.007664
0, 1.925546
0, 1.987843
0, 2.321981
0, 2.375783
0, 2.137922
0, 1.922714
0, 1.769803
0, 1.667862
0, 1.591407
0, 1.520615
0, 1.472476
0, 1.415842
0, 1.390357
0, 1.356377
0, 1.311070
0, 1.279921
0, 1.234615
0, 1.172317
0, 1.132674
0, 1.104357
0, 1.076040
0, 1.053387
0, 1.010911
0, 0.991090
0, 0.993921
0, 0.974100
0, 0.957109
0, 0.934456
0, 0.906139
0, 0.894812
0, 0.866496
0, 0.818357
0, 0.773050
0, 0.730575
0, 0.705089
0, 0.710753
0, 0.724911
0, 0.739070
0, 0.699426
0, 0.705089
0, 0.764555
0, 0.767387
0, 0.739070
0, 0.665446
0, 0.620139
0, 0.583327
0, 0.620139
0, 0.614476
0, 0.605981
0, 0.648456
0, 0.648456
0, 0.654119
0, 0.639961
0, 0.597485
0, 0.608812
0, 0.603149
0, 0.583327
0, 0.529525
0, 0.518198
0, 0.489881
0, 0.461565
0, 0.498377
0, 0.506872
0, 0.523862
0, 0.572000
0, 0.543683
0, 0.521030
0, 0.543683
0, 0.586159
0, 0.523862
0, 0.521030
0, 0.501208
0, 0.489881
0, 0.461565
0, 0.849505
0, 1.540436
0, 1.531941
0, 1.053387
0, 0.792872
0, 0.710753
0, 0.637129
0, 0.588990
0, 0.572000
0, 0.523862
0, 0.569169
0, 0.591822
0, 0.603149
0, 0.662614
0, 0.622971
0, 0.620139
0, 0.662614
0, 0.727743
0, 0.832515
0, 0.979763
0, 1.200634
0, 1.155327
0, 1.027902
0, 2.327645
0, 14.328324
0, 30.299026
0, 19.198822
0, 14.186740
0, 10.109114
0, 7.220796
